customer_id,signup_ts,country,email,is_active
1001,2026-06-06T08:00:00+00:00,PL,user1001@example.com,True
1002,2026-07-17T10:00:00+00:00,DE,user1002@example.com,True
1003,2026-07-10T06:00:00+00:00,DE,user1003@example.com,True
1004,2026-06-27T07:00:00+00:00,PL,user1004@example.com,True
1005,2026-06-26T23:00:00+00:00,DE,user1005@example.com,True
1006,2026-07-22T12:00:00+00:00,NL,,True
1007,2026-06-06T03:00:00+00:00,NL,user1007@example.com,True
1008,2026-07-12T20:00:00+00:00,CZ,user1008@example.com,True
1009,2026-06-13T02:00:00+00:00,DE,user1009@example.com,True
1010,2026-06-06T15:00:00+00:00,PL,user1010@example.com,False
1011,2026-07-02T14:00:00+00:00,PL,user1011@example.com,True
1012,2026-07-29T12:00:00+00:00,CZ,user1012@example.com,False
1013,2026-07-15T03:00:00+00:00,DE,user1013@example.com,True
1014,2026-07-16T16:00:00+00:00,DE,user1014@example.com,True
1015,2026-07-14T01:00:00+00:00,DE,user1015@example.com,True
1016,2026-07-18T03:00:00+00:00,PL,user1016@example.com,True
1017,2026-07-01T19:00:00+00:00,DE,user1017@example.com,False
1018,2026-06-08T16:00:00+00:00,de,user1018@example.com,True
1019,2026-07-21T09:00:00+00:00,DE,user1019@example.com,True
1020,2026-06-28T00:00:00+00:00,PL,user1020@example.com,True
1021,2026-07-01T00:00:00+00:00,DE,user1021@example.com,True
1022,2026-06-23T05:00:00+00:00,FR,user1022@example.com,True
1023,2026-06-11T22:00:00+00:00,PL,user1023@example.com,True
1024,2026-07-26T14:00:00+00:00,DE,user1024@example.com,True
1025,2026-07-17T21:00:00+00:00,PL,user1025@example.com,True
1026,2026-07-09T15:00:00+00:00,DE,user1026@example.com,True
1027,2026-06-25T03:00:00+00:00,FR,user1027@example.com,True
1028,2026-07-20T08:00:00+00:00,PL,user1028@example.com,True
1029,2026-07-03T17:00:00+00:00,NL,user1029@example.com,True
1030,2026-06-27T14:00:00+00:00,DE,user1030@example.com,True
1031,2026-06-28T00:00:00+00:00,PL,user1031@example.com,False
1032,2026-06-14T15:00:00+00:00,PL,user1032@example.com,True
1033,2026-06-06T12:00:00+00:00,FR,user1033@example.com,True
1034,2026-07-04T06:00:00+00:00,PL,user1034@example.com,True
1035,2026-07-24T06:00:00+00:00,PL,user1035@example.com,True
1036,2026-06-04T19:00:00+00:00,DE,user1036@example.com,True
1037,2026-07-22T11:00:00+00:00,DE,user1037@example.com,True
1038,2026-07-20T15:00:00+00:00,PL,user1038@example.com,True
1039,2026-06-17T14:00:00+00:00,DE,user1039@example.com,True
1040,2026-07-08T21:00:00+00:00,DE,user1040@example.com,True
1041,2026-06-10T21:00:00+00:00,NL,user1041@example.com,True
1042,2026-07-16T11:00:00+00:00,FR,user1042@example.com,True
1043,2026-07-13T00:00:00+00:00,DE,user1043@example.com,True
1044,2026-06-22T06:00:00+00:00,PL,user1044@example.com,True
1045,2026-06-05T01:00:00+00:00,DE,user1045@example.com,True
1046,2026-07-29T05:00:00+00:00,CZ,user1046@example.com,True
1047,2026-06-27T17:00:00+00:00,DE,user1047@example.com,False
1048,2026-07-24T14:00:00+00:00,CZ,user1048@example.com,True
1049,2026-07-11T16:00:00+00:00,,user1049@example.com,True
1050,2026-07-17T16:00:00+00:00,NL,user1050@example.com,True
1051,2026-07-16T14:00:00+00:00,DE,user1051@example.com,True
1052,2026-06-12T16:00:00+00:00,FR,user1052@example.com,False
1053,2026-06-22T20:00:00+00:00,DE,user1053@example.com,True
1054,2026-06-29T00:00:00+00:00,DE,user1054@example.com,True
1055,2026-06-30T20:00:00+00:00,PL,user1055@example.com,True
1056,2026-06-03T15:00:00+00:00,DE,user1056@example.com,False
1057,2026-07-03T19:00:00+00:00,NL,user1057@example.com,True
1058,2026-06-10T06:00:00+00:00,NL,user1058@example.com,False
1059,2026-07-15T14:00:00+00:00,DE,user1059@example.com,True
1060,2026-07-11T23:00:00+00:00,FR,user1060@example.com,True
1061,2026-07-26T08:00:00+00:00,DE,user1061@example.com,True
1062,2026-07-15T16:00:00+00:00,PL,user1062@example.com,True
1063,2026-06-22T23:00:00+00:00,DE,user1063@example.com,True
1064,2026-07-29T01:00:00+00:00,FR,user1064@example.com,True
1065,2026-06-25T15:00:00+00:00,DE,user1065@example.com,True
1066,2026-06-20T13:00:00+00:00,DE,user1066@example.com,True
1067,2026-07-25T07:00:00+00:00,DE,user1067@example.com,True
1068,2026-06-23T05:00:00+00:00,FR,user1068@example.com,True
1069,2026-06-05T13:00:00+00:00,FR,user1069@example.com,True
1070,2026-06-29T04:00:00+00:00,CZ,user1070@example.com,True
1071,2026-07-18T17:00:00+00:00,FR,user1071@example.com,True
1072,not_a_timestamp,FR,user1072@example.com,False
1073,2026-06-28T18:00:00+00:00,PL,user1073@example.com,True
1074,2026-06-08T19:00:00+00:00,DE,user1074@example.com,True
1075,2026-07-12T04:00:00+00:00,NL,user1075@example.com,False
1076,2026-06-29T13:00:00+00:00,CZ,user1076@example.com,True
1077,2026-06-20T19:00:00+00:00,DE,user1077@example.com,True
1078,2026-06-14T14:00:00+00:00,DE,user1078@example.com,True
1079,2026-07-04T20:00:00+00:00,CZ,user1079@example.com,True
1080,2026-07-11T04:00:00+00:00,DE,user1080@example.com,False
1081,2026-07-27T10:00:00+00:00,FR,user1081@example.com,True
1082,2026-06-27T05:00:00+00:00,DE,user1082@example.com,True
1083,2026-06-10T15:00:00+00:00,DE,user1083@example.com,True
1084,2026-07-20T23:00:00+00:00,NL,user1084@example.com,True
1085,2026-07-08T18:00:00+00:00,DE,user1085@example.com,True
1086,2026-07-13T00:00:00+00:00,DE,user1086@example.com,True
1087,2026-06-06T20:00:00+00:00,PL,user1087@example.com,True
1088,2026-06-19T17:00:00+00:00,FR,user1088@example.com,True
1089,2026-07-17T01:00:00+00:00,DE,user1089@example.com,True
1090,2026-07-20T22:00:00+00:00,DE,user1090@example.com,False
1091,2026-06-27T02:00:00+00:00,NL,user1091@example.com,True
1092,2026-07-19T06:00:00+00:00,FR,user1092@example.com,True
1093,2026-07-21T12:00:00+00:00,PL,user1093@example.com,True
1094,2026-06-24T05:00:00+00:00,DE,user1094@example.com,True
1095,2026-07-24T21:00:00+00:00,DE,user1095@example.com,True
1096,2026-06-18T07:00:00+00:00,DE,user1096@example.com,True
1097,2026-06-15T08:00:00+00:00,DE,user1097@example.com,True
1098,2026-07-11T22:00:00+00:00,CZ,user1098@example.com,True
1099,2026-07-09T04:00:00+00:00,DE,user1099@example.com,True
1100,2026-06-09T09:00:00+00:00,PL,user1100@example.com,True
1101,2026-07-20T23:00:00+00:00,CZ,user1101@example.com,False
1102,2026-06-12T23:00:00+00:00,PL,user1102@example.com,True
1103,2026-07-19T07:00:00+00:00,DE,user1103@example.com,True
1104,2026-06-01T10:00:00+00:00,NL,user1104@example.com,True
1105,2026-07-18T19:00:00+00:00,CZ, USER1105@EXAMPLE.COM ,True
1106,2026-07-18T05:00:00+00:00,CZ,user1106@example.com,True
1107,2026-07-17T19:00:00+00:00,DE,user1107@example.com,True
1108,2026-07-10T21:00:00+00:00,DE,user1108@example.com,True
1109,2026-06-29T07:00:00+00:00,FR,user1109@example.com,True
1110,2026-07-13T07:00:00+00:00,DE,user1110@example.com,True
1111,2026-06-17T15:00:00+00:00,DE,user1111@example.com,True
1112,2026-07-17T20:00:00+00:00,PL,user1112@example.com,True
1113,2026-07-04T08:00:00+00:00,CZ,user1113@example.com,True
1114,2026-06-28T12:00:00+00:00,FR,user1114@example.com,True
1115,2026-07-01T08:00:00+00:00,DE,user1115@example.com,True
1116,2026-07-05T02:00:00+00:00,FR,user1116@example.com,True
1117,2026-06-03T05:00:00+00:00,DE,user1117@example.com,False
1118,2026-06-09T09:00:00+00:00,PL,user1118@example.com,True
1119,2026-06-15T17:00:00+00:00,CZ,user1119@example.com,True
1120,2026-06-07T20:00:00+00:00,DE,user1120@example.com,True
1121,2026-06-27T09:00:00+00:00,DE,user1121@example.com,True
1122,2026-07-11T02:00:00+00:00,DE,user1122@example.com,True
1123,2026-07-10T06:00:00+00:00,FR,user1123@example.com,True
1124,2026-06-29T06:00:00+00:00,PL,user1124@example.com,True
1125,2026-07-22T07:00:00+00:00,FR,user1125@example.com,True
1126,2026-07-04T21:00:00+00:00,NL,user1126@example.com,True
1127,2026-06-05T18:00:00+00:00,PL,user1127@example.com,False
1128,2026-07-16T21:00:00+00:00,NL,user1128@example.com,True
1129,2026-07-05T11:00:00+00:00,DE,user1129@example.com,True
1130,2026-07-09T01:00:00+00:00,DE,user1130@example.com,True
1131,2026-07-04T22:00:00+00:00,NL,user1131@example.com,True
1132,2026-07-04T05:00:00+00:00,NL,user1132@example.com,True
1133,2026-06-06T10:00:00+00:00,DE,user1133@example.com,False
1134,2026-07-04T13:00:00+00:00,PL,user1134@example.com,True
1135,2026-07-18T16:00:00+00:00,PL,user1135@example.com,True
1136,2026-06-19T05:00:00+00:00,NL,user1136@example.com,True
1137,2026-07-07T04:00:00+00:00,PL,user1137@example.com,True
1138,2026-06-02T20:00:00+00:00,DE,user1138@example.com,False
